State,Value,CV (%)
SOUTH DAKOTA,28191,5.8
SOUTH DAKOTA,1702,12.3
SOUTH DAKOTA,3713,29.6
SOUTH DAKOTA,7017,12
SOUTH DAKOTA,9250,9.2
SOUTH DAKOTA,3863,19.1
SOUTH DAKOTA,2606,14.2
SOUTH DAKOTA,25940,5.9
SOUTH DAKOTA,2250,20.6
SOUTH DAKOTA,6435,15.2
SOUTH DAKOTA,20564,5.6
SOUTH DAKOTA,862,31.3
SOUTH DAKOTA,20854,7.5
SOUTH DAKOTA,5221,13.2
SOUTH DAKOTA,2116,17.7
SOUTH DAKOTA,7974,8.6
SOUTH DAKOTA,4377,27.1
SOUTH DAKOTA,7205,13.1
SOUTH DAKOTA,6805,13.6
SOUTH DAKOTA,12111,7.2
SOUTH DAKOTA,1324,17.1
SOUTH DAKOTA,723,18.4
SOUTH DAKOTA,1993,23.5
SOUTH DAKOTA,3061,14.5
SOUTH DAKOTA,1701,22.3
SOUTH DAKOTA,2949,25.9
SOUTH DAKOTA,7116,14.2
SOUTH DAKOTA,2836,15.4
SOUTH DAKOTA,1799,30
SOUTH DAKOTA,4965,18.7
SOUTH DAKOTA,1449,37
SOUTH DAKOTA,2055,12.3
SOUTH DAKOTA,2383,15.1
TEXAS,3138,45.6
TEXAS,3956,38.8
TEXAS,2015807000,32.3
TEXAS,62174,12
TEXAS,22526,17.8
TEXAS,1952435000,10.6
TEXAS,281741000,14.6
TEXAS,102998000,22.4
TEXAS,268044000,24.9
TEXAS,601863000,23.4
TEXAS,189581000,22.8
TEXAS,426458000,21
TEXAS,1168551000,15.2
TEXAS,465944000,21.1
TEXAS,277008000,16.2
TEXAS,713550000,13.6
TEXAS,181111000,22.8
TEXAS,540038000,23.7
TEXAS,76642000,22.7
TEXAS,327353000,23.8
TEXAS,72809000,34.5
TEXAS,1718798000,11.8
TEXAS,178164000,11.3
TEXAS,97606000,23.3
TEXAS,255950000,26
TEXAS,578255000,24.3
TEXAS,181483000,23.7
TEXAS,391304000,22.7
TEXAS,1605961000,13.3
TEXAS,112837000,26.4
TEXAS,350387000,30.7
TEXAS,1215320000,13.1
TEXAS,83814000,65.8
TEXAS,69276000,23.5
TEXAS,1095794000,16.2
TEXAS,440263000,22.2
TEXAS,182741000,13
TEXAS,577529000,16
TEXAS,174442000,23.6
TEXAS,515594000,24.8
TEXAS,67273000,25.3
TEXAS,312723000,24.9
TEXAS,71238000,35.2
TEXAS,233637000,16.9
TEXAS,12094000,26.7
TEXAS,23608000,31.9
TEXAS,35155000,34.9
TEXAS,72757000,18.8
TEXAS,136021000,22.5
TEXAS,24445000,26.3
TEXAS,210021,7
TEXAS,6137,16.6
TEXAS,56345,13.1
TEXAS,39263,16.5
TEXAS,36189,15.6
TEXAS,44035,21.2
TEXAS,26411,29.1
TEXAS,170057,8.6
TEXAS,28119,20.3
TEXAS,10343,15.9
TEXAS,30545,16.7
TEXAS,40359,18.2
TEXAS,55295,17.4
TEXAS,30475,19.5
TEXAS,36512,16.9
TEXAS,15333,18.4
TEXAS,192321,7.5
TEXAS,4588,19
TEXAS,54979,13.4
TEXAS,35203,18.1
TEXAS,31365,17.3
TEXAS,40908,22.6
TEXAS,25201,30.4
TEXAS,182826,8.1
TEXAS,9494,24.5
TEXAS,18707,16.3
TEXAS,156943,8
TEXAS,5411,59.3
TEXAS,11259,23.7
TEXAS,157403,9.2
TEXAS,26286,21.5
TEXAS,8632,17.7
TEXAS,27244,18.5
TEXAS,38683,18.9
TEXAS,47786,19.7
TEXAS,28262,20.8
TEXAS,35495,17.3
TEXAS,14850,18.8
TEXAS,17700,12.6
TEXAS,4059,26.9
TEXAS,4824,30.7
TEXAS,1210,30.6
TEXAS,12655,16.9
TEXAS,3301,24
TEXAS,7509,24.6
WASHINGTON,37152000,38.5
WASHINGTON,3716,20.1
WASHINGTON,3377,17.8
WASHINGTON,416411000,10.9
WASHINGTON,87768000,34.4
WASHINGTON,20867000,21.5
WASHINGTON,61138000,19.8
WASHINGTON,136967000,25.3
WASHINGTON,26677000,30.2
WASHINGTON,68069000,24.2
WASHINGTON,253266000,7.7
WASHINGTON,71598000,24.6
WASHINGTON,76622000,46.2
WASHINGTON,193710000,22.4
WASHINGTON,27749000,29.9
WASHINGTON,59001000,17.8
WASHINGTON,11478000,36.5
WASHINGTON,101354000,23.4
WASHINGTON,8194000,41.7
WASHINGTON,322337000,11.3
WASHINGTON,53437000,28.3
WASHINGTON,18015000,24.4
WASHINGTON,122254000,28.2
WASHINGTON,54592000,27.4
WASHINGTON,299151000,10.4
WASHINGTON,109965000,14.8
WASHINGTON,204052000,16.3
WASHINGTON,215091000,8.2
WASHINGTON,62916000,27.4
WASHINGTON,148539000,23.6
WASHINGTON,43464000,20.6
WASHINGTON,90196000,26.1
WASHINGTON,94074000,28.8
WASHINGTON,2852000,30.4
WASHINGTON,11885000,36
WASHINGTON,14713000,23.9
WASHINGTON,38176000,21.2
WASHINGTON,45171000,56.5
WASHINGTON,4788000,38.4
WASHINGTON,15537000,35.8
WASHINGTON,11158000,28.6
WASHINGTON,22871,10.6
WASHINGTON,1050,20
WASHINGTON,7945,23.1
WASHINGTON,3651,19.6
WASHINGTON,4861,15.4
WASHINGTON,3583,23.8
WASHINGTON,1585,23.4
WASHINGTON,18483,12.1
WASHINGTON,3440,20.9
WASHINGTON,753,26.9
WASHINGTON,3296,16.4
WASHINGTON,3407,22
WASHINGTON,6936,19.3
WASHINGTON,2782,35.5
WASHINGTON,3670,20.9
WASHINGTON,2585,36.5
WASHINGTON,19606,12.2
WASHINGTON,698,28.8
WASHINGTON,6885,26.3
WASHINGTON,4386,16.9
WASHINGTON,1260,27.2
WASHINGTON,18556,12.7
WASHINGTON,3897,19.1
WASHINGTON,14734,15
WASHINGTON,16352,13.5
WASHINGTON,2941,23
WASHINGTON,2702,19.5
WASHINGTON,6235,21.2
WASHINGTON,3103,23.9
WASHINGTON,3266,10.5
WASHINGTON,1061,26.4
WASHINGTON,465,28.9
WASHINGTON,475,22.5
WASHINGTON,2130,17.2
WASHINGTON,593,18.6
WASHINGTON,405,26.3
WASHINGTON,701,27.5
WASHINGTON,567,35.2
WISCONSIN,11413,17
WISCONSIN,579953000,8.1
WISCONSIN,110700000,9
WISCONSIN,132509000,15.1
WISCONSIN,80709000,21.7
WISCONSIN,145630000,13
WISCONSIN,403593000,5.4
WISCONSIN,81317000,22
WISCONSIN,154440000,28.9
WISCONSIN,89966000,13.7
WISCONSIN,154411000,13.4
WISCONSIN,33047000,14.3
WISCONSIN,109396000,15
WISCONSIN,28060000,16.4
WISCONSIN,406572000,4.7
WISCONSIN,89052000,10.5
WISCONSIN,92614000,19.5
WISCONSIN,105569000,15.8
WISCONSIN,358184000,5.9
WISCONSIN,48388000,21.7
WISCONSIN,77272000,18.7
WISCONSIN,305068000,8
WISCONSIN,301735000,6.6
WISCONSIN,68186000,25.1
WISCONSIN,91837000,20.2
WISCONSIN,69342000,16.1
WISCONSIN,111764000,16
WISCONSIN,25741000,17.2
WISCONSIN,83813000,17.8
WISCONSIN,24076000,18.5
WISCONSIN,173381000,24.9
WISCONSIN,21648000,15.9
WISCONSIN,39895000,21.9
WISCONSIN,40061000,22.1
WISCONSIN,101858000,9
WISCONSIN,20624000,25.2
WISCONSIN,42647000,24.5
WISCONSIN,7306000,23
WISCONSIN,25583000,26.6
WISCONSIN,3984000,28.8
WISCONSIN,81673,4.4
WISCONSIN,51511,7.1
WISCONSIN,8065,13.8
WISCONSIN,2484,20.8
WISCONSIN,18274,10
WISCONSIN,71566,4.7
WISCONSIN,8091,16
WISCONSIN,2369,18.1
WISCONSIN,18800,11.9
WISCONSIN,15952,11.3
WISCONSIN,15528,13.2
WISCONSIN,6197,15.4
WISCONSIN,22022,9.8
WISCONSIN,65159,5.2
WISCONSIN,42863,8.1
WISCONSIN,5883,17.6
WISCONSIN,14088,12.1
WISCONSIN,56830,5.2
WISCONSIN,8329,16.4
WISCONSIN,9725,14.8
WISCONSIN,52687,5.9
WISCONSIN,57203,5.5
WISCONSIN,7152,17.7
WISCONSIN,1684,23.2
WISCONSIN,15057,13.6
WISCONSIN,12292,13.4
WISCONSIN,12380,15.7
WISCONSIN,4632,18.6
WISCONSIN,19114,11
WISCONSIN,16514,6.9
WISCONSIN,8648,14
WISCONSIN,2182,18.1
WISCONSIN,4186,16.5
WISCONSIN,14363,8.3
WISCONSIN,3743,24.7
WISCONSIN,3660,19.6
WISCONSIN,3148,20.6
WISCONSIN,1566,25.7
WISCONSIN,2908,18
